"filename", "language", "JSON", "JavaScript", "JSON with Comments", "Markdown", "HTML", "TypeScript", "Less", "XML", "SCSS", "CSS", "comment", "blank", "total"
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\clientprice\clientprice.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 8, 44
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\clientprice\clientprice.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\clientprice\clientprice.component.ts", "TypeScript", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 6, 10, 90
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\ordereditor\ordereditor.component.html", "HTML", 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 8, 1, 184
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\ordereditor\ordereditor.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 1, 9, 48
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\ordereditor\ordereditor.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\ordereditor\ordereditor.component.ts", "TypeScript", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 13, 138
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\ordertypein\ordertypein.component.html", "HTML", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 1, 1, 99
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\ordertypein\ordertypein.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 8, 44
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\ordertypein\ordertypein.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\ordertypein\ordertypein.component.ts", "TypeScript", 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 2, 18, 193
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\producteditor\producteditor.component.html", "HTML", 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 53, 1, 247
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\producteditor\producteditor.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 6, 31
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\producteditor\producteditor.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\producteditor\producteditor.component.ts", "TypeScript", 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 27, 20, 192
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\sales-routing.module.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 3, 26
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\pages\main\sales\sales.module.ts", "TypeScript", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 72
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\dashboard\dashboard.component.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\dashboard\dashboard.component.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\exception\exception-routing.module.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 19
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\exception\exception.component.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\exception\exception.module.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\exception\trigger.component.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 5, 36
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\callback.component.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 5, 36
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\lock\lock.component.html", "HTML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\lock\lock.component.less", "Less", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\lock\lock.component.ts", "TypeScript", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 5, 45
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\login\login.component.html", "HTML", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 75
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\login\login.component.less", "Less", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 12, 64
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\login\login.component.ts", "TypeScript", 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 12, 16, 197
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\register-result\register-result.component.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\register-result\register-result.component.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 2, 16
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\register\register.component.html", "HTML", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 101
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\register\register.component.less", "Less", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 10, 52
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\passport\register\register.component.ts", "TypeScript", 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 5, 14, 140
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\routes-routing.module.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 39, 3, 70
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\routes\routes.module.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 5, 3, 30
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\schemas\RxDB.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\schemas\enterprise.ts", "TypeScript", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 3, 10, 55
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\schemas\staffer.ts", "TypeScript", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 3, 10, 75
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\api\apiutils.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\api\organization\components.ts", "TypeScript", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 1, 20, 100
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\api\organization\organization.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\api\organization\organization.service.ts", "TypeScript", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 12, 55
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\api\staffer\components.ts", "TypeScript", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 1, 22, 123
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\api\staffer\staffer.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\api\staffer\staffer.service.ts", "TypeScript", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 12, 53
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\client\client.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\client\client.service.ts", "TypeScript", 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 10, 140
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\data\data.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\data\data.service.ts", "TypeScript", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 11, 90
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\db\db.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\db\db.service.ts", "TypeScript", 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 45, 22, 226
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\db\shared.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\math\math.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\math\math.service.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 15
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\order\order.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\order\order.service.ts", "TypeScript", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 12, 103
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\pinyin\pinyin.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\pinyin\pinyin.service.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 6, 25
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\random\random.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\random\random.service.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\schedule\schedule.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\schedule\schedule.service.ts", "TypeScript", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 8, 60
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\technology\technology.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\technology\technology.service.ts", "TypeScript", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 9, 108
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\utils\utils.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\services\utils\utils.service.ts", "TypeScript", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 14, 8, 51
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\index.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 3, 9
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\json-schema\README.md", "Markdown", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\json-schema\json-schema.module.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 19
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\json-schema\test\test.widget.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 3, 21
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\shared-delon.module.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\shared-zorro.module.ts", "TypeScript", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 2, 46
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\shared.module.ts", "TypeScript", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 8, 9, 62
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\st-widget\README.md", "Markdown", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\st-widget\st-widget.module.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 4, 18
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\shared\utils\yuan.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 5, 1, 12
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\app\strategy\SimpleReuseStrategy.ts", "TypeScript", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 6, 9, 77
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\assets\color.less", "Less", 0, 0, 0, 0, 0, 0, 3461, 0, 0, 0, 0, 1, 3462
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\assets\logo-color.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 1, 26
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\assets\logo-full.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 1, 48
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\assets\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 1, 26
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\assets\style.compact.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\assets\style.dark.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\assets\tmp\app-data.json", "JSON", 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 354
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\assets\zorro.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 1, 1, 35
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 10, 3, 16
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 23, 6, 32
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\index.html", "HTML", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 20, 121
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\main.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 5, 29
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\manifest.webmanifest", "JSON", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\polyfills.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 51, 7, 63
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\style-icons-auto.ts", "TypeScript", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 4, 3, 107
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\style-icons.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3, 6
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\styles.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 2, 14, 81
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\styles\index.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\styles\theme.less", "Less", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 2, 10
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\test.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 5, 5, 25
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\theme.less", "Less", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 4, 10
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\src\typings.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\tsconfig.app.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\tsconfig.json", "JSON with Comments", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 23, 0, 49
"c:\Users\Risin\Documents\Workspace\AimGratingPMS-Frontend\tsconfig.spec.json", "JSON", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 19
"Total", "-", 43215, 52, 26, 130, 1756, 5049, 3664, 127, 627, 2, 1030, 1136, 56814